,Coefficient,Std_Error,t_Stat,P_value,Lower_95%,Upper_95%
const,14.10557226702366,10.15166749662196,1.389483281610375,0.22338296174606165,-11.990119801212323,40.201264335259644
ln_total_unfccc,-0.8172428717847948,0.7302083142262082,-1.119191408619903,0.31392300797474065,-2.6943031005652998,1.0598173569957101
