,Coefficient,Std_Error,t_Stat,P_value,Lower_95%,Upper_95%
const,2.51439159615847,2.864022190820344,0.8779232242744149,0.38105483459338463,-3.1336865186275986,8.162469710944539
ln_total_unfccc,-0.001569277243153154,0.21388512503880816,-0.0073370097283222396,0.994153390237541,-0.42336764796874954,0.42022909348244325
