,Coefficient,Std_Error,t_Stat,P_value,Lower_95%,Upper_95%
const,2.3577103672316797,0.16442230764380167,14.339358211291714,2.937439888509116e-35,2.0340343595523063,2.681386374911053
ln_total_emissions_kt,0.009789362206048022,0.014459862080425458,0.6770024604384045,0.4989693703241236,-0.018675816861537627,0.038254541273633674
