,Coefficient,Std_Error,t_Stat,P_value,Lower_95%,Upper_95%
const,7.964315412721856,0.24878240450338526,32.01317805662371,1.948057829223376e-35,7.46486389510071,8.463766930343002
z,2.099557210529446,0.5784056394795819,3.6299044601614088,0.000656681919494434,0.9383594360510852,3.2607549850078072
z_sq,-1.1075632485625364,1.172840936319414,-0.9443422498862201,0.34944729279395326,-3.4621396774794206,1.247013180354348
