iso3,year,country,pm25,total_emissions_kt_unfccc,ln_pm25,ln_total_unfccc
NOR,2013,Norway,8.92125,492250.39866999997,2.18843607130314,13.10674280639439
NOR,2014,Norway,7.22,511453.2714,1.9768549529047348,13.145011504188874
NOR,2015,Norway,6.521875,547612.50138,1.8751619112834286,13.213323201536866
NOR,2016,Norway,6.5295000000000005,549198.15418,1.876330370678325,13.216214591945324
NOR,2017,Norway,6.038333333333333,525346.24459,1.7981280356789309,13.171812837695065
NOR,2018,Norway,7.0421875,552847.82628,1.9519188463369308,13.222838064118738
NOR,2019,Norway,6.451612903225806,567038.20816,1.8643301620628903,13.248181966965092
POL,2010,Poland,29.421463414634147,4258342.00382,3.3817244561059443,15.264390441505974
POL,2013,Poland,24.482698412698415,4041725.89088,3.197966680846221,15.21218235942596
POL,2014,Poland,24.815303030303028,3952598.61518,3.2114605205426403,15.189883797831683
POL,2015,Poland,23.29514285714286,4020534.99029,3.1482448777737964,15.20692553390225
POL,2016,Poland,22.398028169014083,4103529.23081,3.108972926817273,15.227357949411447
POL,2017,Poland,22.874399999999998,4282233.40441,3.1300183813093887,15.269985254915744
POL,2018,Poland,23.2772,4317206.42172,3.14747434071554,15.278119089405584
POL,2019,Poland,18.734772727272727,4230138.26917,2.930381301255216,15.257745238235273
PRT,2010,Portugal,8.046,766296.05961,2.0851750735275965,13.54932387484688
PRT,2013,Portugal,6.382857142857143,716649.67739,1.8536158251456867,13.482342405187303
PRT,2014,Portugal,7.62,694969.39993,2.030776369698555,13.451623094699931
PRT,2015,Portugal,9.849285714285715,758009.41366,2.2873989362383913,13.53845108362391
PRT,2016,Portugal,7.197692307692307,757327.19435,1.9737604618262847,13.53755066407028
PRT,2017,Portugal,9.309166666666666,940015.78548,2.2309995777947567,13.753651947169015
PRT,2018,Portugal,7.857777777777778,749629.87299,2.0615038409931685,13.527334861019968
PRT,2019,Portugal,6.546428571428572,714351.14475,1.8789196446704555,13.479129919797794
ROU,2010,Romania,15.781578947368422,991157.90473,2.758843370448078,13.806629139398062
ROU,2013,Romania,16.054,900055.04631,2.775958039709385,13.71021120300276
ROU,2014,Romania,14.504285714285714,819392.15599,2.674444172257818,13.616318071178695
ROU,2015,Romania,16.768333333333334,810257.98423,2.8194921870759044,13.605107974987948
ROU,2016,Romania,16.232499999999998,777908.58533,2.7870154054005045,13.564364296681077
ROU,2017,Romania,19.143333333333334,830753.19854,2.9519545262080955,13.630088036392998
ROU,2018,Romania,18.269166666666667,848588.37252,2.9052147572350737,13.651329509700325
ROU,2019,Romania,15.9575,812719.66695,2.7699289381480754,13.60814151596861
SVK,2010,Slovakia,21.6535,483491.57189,3.075167104200026,13.088789162265439
SVK,2014,Slovakia,19.21333333333333,418807.89483,2.9556044824632117,12.945167608875337
SVK,2015,Slovakia,18.6575,428988.2041,2.9262482100234055,12.969184701261728
SVK,2016,Slovakia,14.9125,433808.81508000003,2.7021997874240347,12.980359197777025
SVK,2017,Slovakia,19.038888888888888,448988.88459000003,2.9464836709843985,13.014753410493682
SVK,2018,Slovakia,18.11740740740741,454470.7809,2.8968732113166467,13.026888902084234
SVK,2019,Slovakia,15.594074074074074,421992.10271,2.7468909750411945,12.952741878885695
SVN,2010,Slovenia,18.69666666666667,180831.09219,2.928345254852136,12.105318682232488
SVN,2013,Slovenia,17.143333333333334,180473.59692,2.8416093711187154,12.10333976860396
SVN,2014,Slovenia,15.066666666666665,206662.80053,2.7124847981700757,12.238843761065281
SVN,2015,Slovenia,17.643333333333334,209835.85358,2.8703579972017867,12.254080854433212
SVN,2016,Slovenia,17.383333333333333,222590.976,2.855511892778672,12.313091177918293
SVN,2017,Slovenia,16.53,224513.01140000002,2.805176911832933,12.321688941723298
SVN,2018,Slovenia,15.3675,224587.11428,2.7322548897990275,12.322018947779565
SVN,2019,Slovenia,12.452499999999999,174655.88401,2.5219214059653012,12.070572939962348
SWE,2010,Sweden,7.445555555555556,375764.03831000003,2.00761728464886,12.836716667689114
SWE,2013,Sweden,6.3774999999999995,276760.90817999997,1.8527761710338293,12.530909265078675
SWE,2014,Sweden,8.085,268388.19899999996,2.0900104930290704,12.500189715154773
SWE,2015,Sweden,6.3853333333333335,290597.84184,1.8540036938122533,12.579695603525016
SWE,2016,Sweden,5.863684210526316,318362.51061,1.7687781109047847,12.670945982961062
SWE,2017,Sweden,5.022,359949.72737,1.6138282607353933,12.793719654486411
SWE,2018,Sweden,6.572222222222222,393840.67878,1.8828520130881763,12.88370173792237
SWE,2019,Sweden,5.623333333333333,378039.50481,1.726924607889767,12.842753979220292
