country,year,pm25,iso3,total_emissions_kt_unfccc,ln_pm25,ln_total_unfccc
Finland,2014,7.609285714285714,FIN,706223.88985,2.0293693060078475,13.467687590635482
Finland,2015,5.699285714285714,FIN,706377.66902,1.740340853704931,13.467905315399612
Finland,2016,5.727142857142858,FIN,784706.94357,1.7452167775991023,13.573065606770184
Finland,2017,4.5128571428571425,FIN,786245.53392,1.5069304657586804,13.57502440675172
Finland,2018,6.016923076923077,FIN,884806.80802,1.7945760118658314,13.693124604137424
Finland,2019,5.308333333333334,FIN,813601.23544,1.6692779127901174,13.609225642201077
France,2010,17.74651515151515,FRA,5443267.41939,2.876189167154163,15.509890067091321
France,2014,9.02,FRA,4783181.65878,2.199444334074532,15.3806165020332
France,2015,12.745564516129033,FRA,4868261.79084,2.545183329991853,15.39824750954826
France,2016,11.573565217391305,FRA,4939329.97095,2.4487236369882375,15.412740246554131
France,2017,10.9672,FRA,5029947.14019,2.3949090001395534,15.430920033112153
France,2018,10.373615384615384,FRA,4737400.7356,2.3392656003060557,15.370999175245652
France,2019,9.418161764705882,FRA,4660745.67182,2.242639927794675,15.354686008712745
Germany,2010,17.34602409638554,DEU,11056368.7355,2.853363321422232,16.218517176052465
Germany,2013,14.110733944954127,DEU,11095827.90542,2.6469357804548266,16.222079731251267
Germany,2014,14.033461538461538,DEU,10691080.28642,2.6414445877358497,16.184920333687764
Germany,2015,12.6825,DEU,10776837.35681,2.5402230904587078,16.192909699770738
Germany,2016,12.198529411764707,DEU,10773748.34433,2.5013154044543926,16.192623024267437
Germany,2017,12.078344827586207,DEU,10560603.71922,2.491414165534979,16.172641004988908
Germany,2018,12.579533333333334,DEU,10874122.77833,2.532071154664775,16.201896467623893
Germany,2019,10.363333333333333,DEU,10153850.86635,2.338273935402553,16.133363587199227
Greece,2010,14.86,GRC,1355334.68096,2.698673039289613,14.119558978815647
Greece,2013,10.02,GRC,1163158.96927,2.3045830956567186,13.966650111127901
Greece,2015,18.845,GRC,1071502.48471,2.9362476267190987,13.884572412801154
Greece,2016,17.05142857142857,GRC,1022951.54843,2.836233987400137,13.838202681573623
Greece,2017,16.45875,GRC,1074609.4472999999,2.8008572506884164,13.8874678486955
Greece,2018,16.599999999999998,GRC,1031902.93591,2.8094026953624973,13.846915166249483
Greece,2019,16.838,GRC,956344.9875,2.8236382369154724,13.770873992522986
Hungary,2010,21.6425,HUN,796711.9175399999,3.0746589741077917,13.588248433885925
Hungary,2013,17.023333333333333,HUN,707299.95077,2.834584951991443,13.469210113421365
Hungary,2014,15.8525,HUN,703482.0485800001,2.7633272165920495,13.46379763791179
Hungary,2016,10.13,HUN,755186.29482,2.315501318260592,13.534719745899816
Hungary,2017,14.85,HUN,777278.68197,2.6979998652487085,13.563554229099262
Hungary,2018,18.578333333333333,HUN,782475.09657,2.9219960271734773,13.570217375420356
Hungary,2019,14.804285714285713,HUN,777813.28333,2.694916714140813,13.564241778637154
Iceland,2010,7.735,ISL,111645.60307,2.0457554840250296,11.623084875122483
Iceland,2014,7.640000000000001,ISL,110047.07143,2.0333976031784293,11.608663475332916
Iceland,2015,6.43,ISL,111743.48534,1.860974538249528,11.623961214042714
Iceland,2016,6.695,ISL,112397.40431,1.9013609791431358,11.62979612284767
Iceland,2017,5.2,ISL,114256.69066000001,1.6486586255873816,11.646202868617282
Iceland,2018,4.333333333333333,ISL,115643.53916,1.466337068793427,11.658267800642935
Iceland,2019,3.9879999999999995,ISL,112859.3836,1.3832898520995918,11.633897929874333
Ireland,2010,11.46,IRL,672752.29301,2.4388627112865935,13.419132476996573
Ireland,2013,10.876000000000001,IRL,612359.37719,2.3865585267702243,13.325074606780376
Ireland,2014,7.57,IRL,614506.98412,2.0241930674493576,13.328575573456593
Ireland,2015,7.025999999999999,IRL,639108.67075,1.949617553843635,13.367829782671986
Ireland,2016,8.866666666666667,IRL,656586.52916,2.1822989271195437,13.39480976778678
Ireland,2017,7.332857142857143,IRL,660682.83215,1.9923652275168984,13.401029173345583
Ireland,2018,7.87125,IRL,649985.5935,2.0632168808208156,13.384705477780045
Ireland,2019,8.896153846153847,IRL,630260.44477,2.1856190312159116,13.353888417336487
Italy,2010,20.088117647058823,ITA,5764153.39623,3.000128478422106,15.567168848556248
Italy,2013,18.26977777777778,ITA,4946652.94708,2.9052482070853887,15.414221733530205
Italy,2014,16.104313725490197,ITA,4696957.48375,2.779087169362972,15.362425513179788
Italy,2015,18.68425414364641,ITA,4816232.85391,2.927681144754932,15.387502614866337
Italy,2016,16.37331550802139,ITA,4755357.88464,2.795652906490709,15.374782516037884
Italy,2017,17.186587677725118,ITA,4821277.30937,2.8441292934492464,15.388549452863954
Italy,2018,15.28847926267281,ITA,4600541.03663,2.727099555391712,15.341684471201722
Italy,2019,14.4304,ITA,4490544.18486,2.6693370924293065,15.317484451675064
Latvia,2010,21.49,LVA,126454.16931,3.067587710654419,11.747635223559291
Latvia,2013,14.100000000000001,LVA,111250.85188,2.6461747973841225,11.619542857347485
Latvia,2014,16.716,LVA,141532.46328999999,2.816366344585669,11.860284392296272
Latvia,2015,16.195,LVA,133094.30129,2.7847025526232927,11.798813188214913
Latvia,2016,13.797999999999998,LVA,119479.77778,2.6245236541239167,11.690902412435447
Latvia,2017,12.712,LVA,109526.26586,2.542546429234415,11.603919670341856
Latvia,2018,14.168000000000001,LVA,134266.80515,2.6509859004805323,11.807584182563067
Latvia,2019,11.434000000000001,LVA,121063.40523,2.4365913728417796,11.704069697498785
Lithuania,2010,15.856666666666667,LTU,146286.67323000001,2.7635900217760803,11.893323490787994
Lithuania,2013,15.086000000000002,LTU,148550.36725,2.713767161431439,11.90867935311927
Lithuania,2014,14.290000000000001,LTU,153813.15949,2.659559991941776,11.943493894747137
Lithuania,2015,12.479999999999999,LTU,167254.67109,2.5241273629412815,12.027272906389712
Lithuania,2016,11.041666666666666,LTU,177905.84523,2.4016759956382767,12.089009729943832
Lithuania,2017,11.74,LTU,185970.09686,2.4630018143999504,12.133341170200634
Lithuania,2018,13.672,LTU,194991.72102,2.6153499458132896,12.180712380336898
Lithuania,2019,13.163999999999998,LTU,194333.47384,2.5774858310810935,12.177330899683126
Luxembourg,2010,14.073333333333332,LUX,155917.29378,2.6442817537520646,11.957080977565964
Luxembourg,2013,15.933333333333332,LUX,141941.62274,2.7684133508293005,11.863171144590767
Luxembourg,2014,11.736666666666666,LUX,136396.04824,2.4627178444988513,11.8233180521243
Luxembourg,2015,11.583333333333334,LUX,131005.04845999999,2.4495672833426916,11.78299113930332
Luxembourg,2016,11.103333333333333,LUX,127616.77120999999,2.4072453635374784,11.756787077070944
Luxembourg,2017,9.84,LUX,131628.76794,2.286455711064162,11.787740875351338
Luxembourg,2018,9.483333333333333,LUX,137782.34819,2.24953587190423,11.833430532041584
Luxembourg,2019,7.986666666666667,LUX,139407.93908,2.077773484579139,11.845159727480269
Malta,2010,14.983333333333333,MLT,54879.26531,2.7069384722495196,10.912890875101702
Malta,2013,13.209999999999999,MLT,49845.69356,2.580974118534234,10.816687383694438
Malta,2014,12.12,MLT,50446.08531,2.4948569806411682,10.828660427330043
Malta,2015,13.3125,MLT,46120.39045,2.588703443469644,10.73901044030553
Malta,2016,11.8725,MLT,45366.71443,2.47422480144114,10.722533952799695
Malta,2017,11.64,MLT,52545.94554,2.454447442303292,10.869443218999338
Malta,2018,12.08125,MLT,53785.29015,2.491654663974504,10.89275529147831
Malta,2019,11.8,MLT,55935.23231,2.468099531471619,10.931949734485958
Netherlands,2010,16.920526315789473,NLD,2687955.76953,2.828527459828421,14.80429152570185
Netherlands,2013,14.3271875,NLD,2452128.43934,2.6621589560036543,14.712466956126411
Netherlands,2014,13.5278125,NLD,2355120.37469,2.604747751358299,14.6721023986444
Netherlands,2015,12.5436,NLD,2430149.85401,2.529210575344525,14.703463481732191
Netherlands,2016,10.841612903225805,NLD,2435146.6218,2.3833917767535953,14.7055175269776
Netherlands,2017,11.092058823529412,NLD,2396808.01436,2.406229430978688,14.68964841607448
Netherlands,2018,12.340625,NLD,2336056.83201,2.5128966654928773,14.663974951405718
Netherlands,2019,10.91125,NLD,2272529.22259,2.3897943670674224,14.636403964176614
Norway,2010,10.549999999999999,NOR,470078.46583,2.3561258599220753,13.060654908326347
Norway,2013,8.92125,NOR,492250.39866999997,2.18843607130314,13.10674280639439
Norway,2014,7.22,NOR,511453.2714,1.9768549529047348,13.145011504188874
Norway,2015,6.521875,NOR,547612.50138,1.8751619112834286,13.213323201536866
Norway,2016,6.5295000000000005,NOR,549198.15418,1.876330370678325,13.216214591945324
Norway,2017,6.038333333333333,NOR,525346.24459,1.7981280356789309,13.171812837695065
Norway,2018,7.0421875,NOR,552847.82628,1.9519188463369308,13.222838064118738
Norway,2019,6.451612903225806,NOR,567038.20816,1.8643301620628903,13.248181966965092
Poland,2010,29.421463414634147,POL,4258342.00382,3.3817244561059443,15.264390441505974
Poland,2013,24.482698412698415,POL,4041725.89088,3.197966680846221,15.21218235942596
Poland,2014,24.815303030303028,POL,3952598.61518,3.2114605205426403,15.189883797831683
Poland,2015,23.29514285714286,POL,4020534.99029,3.1482448777737964,15.20692553390225
Poland,2016,22.398028169014083,POL,4103529.23081,3.108972926817273,15.227357949411447
Poland,2017,22.874399999999998,POL,4282233.40441,3.1300183813093887,15.269985254915744
Poland,2018,23.2772,POL,4317206.42172,3.14747434071554,15.278119089405584
Poland,2019,18.734772727272727,POL,4230138.26917,2.930381301255216,15.257745238235273
Portugal,2010,8.046,PRT,766296.05961,2.0851750735275965,13.54932387484688
Portugal,2013,6.382857142857143,PRT,716649.67739,1.8536158251456867,13.482342405187303
Portugal,2014,7.62,PRT,694969.39993,2.030776369698555,13.451623094699931
Portugal,2015,9.849285714285715,PRT,758009.41366,2.2873989362383913,13.53845108362391
Portugal,2016,7.197692307692307,PRT,757327.19435,1.9737604618262847,13.53755066407028
Portugal,2017,9.309166666666666,PRT,940015.78548,2.2309995777947567,13.753651947169015
Portugal,2018,7.857777777777778,PRT,749629.87299,2.0615038409931685,13.527334861019968
Portugal,2019,6.546428571428572,PRT,714351.14475,1.8789196446704555,13.479129919797794
Romania,2010,15.781578947368422,ROU,991157.90473,2.758843370448078,13.806629139398062
Romania,2013,16.054,ROU,900055.04631,2.775958039709385,13.71021120300276
Romania,2014,14.504285714285714,ROU,819392.15599,2.674444172257818,13.616318071178695
Romania,2015,16.768333333333334,ROU,810257.98423,2.8194921870759044,13.605107974987948
Romania,2016,16.232499999999998,ROU,777908.58533,2.7870154054005045,13.564364296681077
Romania,2017,19.143333333333334,ROU,830753.19854,2.9519545262080955,13.630088036392998
Romania,2018,18.269166666666667,ROU,848588.37252,2.9052147572350737,13.651329509700325
Romania,2019,15.9575,ROU,812719.66695,2.7699289381480754,13.60814151596861
Slovakia,2010,21.6535,SVK,483491.57189,3.075167104200026,13.088789162265439
Slovakia,2014,19.21333333333333,SVK,418807.89483,2.9556044824632117,12.945167608875337
Slovakia,2015,18.6575,SVK,428988.2041,2.9262482100234055,12.969184701261728
Slovakia,2016,14.9125,SVK,433808.81508000003,2.7021997874240347,12.980359197777025
Slovakia,2017,19.038888888888888,SVK,448988.88459000003,2.9464836709843985,13.014753410493682
Slovakia,2018,18.11740740740741,SVK,454470.7809,2.8968732113166467,13.026888902084234
Slovakia,2019,15.594074074074074,SVK,421992.10271,2.7468909750411945,12.952741878885695
Slovenia,2010,18.69666666666667,SVN,180831.09219,2.928345254852136,12.105318682232488
Slovenia,2013,17.143333333333334,SVN,180473.59692,2.8416093711187154,12.10333976860396
Slovenia,2014,15.066666666666665,SVN,206662.80053,2.7124847981700757,12.238843761065281
Slovenia,2015,17.643333333333334,SVN,209835.85358,2.8703579972017867,12.254080854433212
Slovenia,2016,17.383333333333333,SVN,222590.976,2.855511892778672,12.313091177918293
Slovenia,2017,16.53,SVN,224513.01140000002,2.805176911832933,12.321688941723298
Slovenia,2018,15.3675,SVN,224587.11428,2.7322548897990275,12.322018947779565
Slovenia,2019,12.452499999999999,SVN,174655.88401,2.5219214059653012,12.070572939962348
Spain,2010,9.866119402985074,ESP,3786006.37953,2.2891066052099394,15.146822295781682
Spain,2011,12.792222222222222,ESP,3789379.04123,2.5488373473493535,15.14771272227103
Spain,2012,12.597142857142858,ESP,3716091.3244499997,2.5334700308744784,15.12818295462303
Spain,2013,8.446447368421053,ESP,3393254.1603099997,2.1337459231910496,15.037299948214127
Spain,2014,8.469135802469136,ESP,3394730.25855,2.1364284730534466,15.03773486325582
Spain,2015,9.496781609195402,ESP,3511108.93605,2.25095296322884,15.071442481741299
Spain,2016,8.35840909090909,ESP,3384793.72324,2.123268108856751,15.034803523990151
Spain,2017,9.550217391304347,ESP,3535788.68318,2.256563917720921,15.078446939409762
Spain,2018,9.016129032258064,ESP,3472789.45614,2.1990150881100075,15.060468706836444
Spain,2019,8.96968085106383,ESP,3273176.60363,2.19385009584619,15.001271509751453
Sweden,2010,7.445555555555556,SWE,375764.03831000003,2.00761728464886,12.836716667689114
Sweden,2013,6.3774999999999995,SWE,276760.90817999997,1.8527761710338293,12.530909265078675
Sweden,2014,8.085,SWE,268388.19899999996,2.0900104930290704,12.500189715154773
Sweden,2015,6.3853333333333335,SWE,290597.84184,1.8540036938122533,12.579695603525016
Sweden,2016,5.863684210526316,SWE,318362.51061,1.7687781109047847,12.670945982961062
Sweden,2017,5.022,SWE,359949.72737,1.6138282607353933,12.793719654486411
Sweden,2018,6.572222222222222,SWE,393840.67878,1.8828520130881763,12.88370173792237
Sweden,2019,5.623333333333333,SWE,378039.50481,1.726924607889767,12.842753979220292
Switzerland,2011,14.577777777777776,CHE,606867.80679,2.679498299173769,13.316066265088274
Switzerland,2012,12.733333333333333,CHE,648284.08776,2.54422322694442,13.382084286299161
Switzerland,2013,14.046153846153846,CHE,661044.41025,2.6423486106993312,13.401576303036823
Switzerland,2014,8.977777777777778,CHE,582600.5870299999,2.1947523881908304,13.27525713111081
Switzerland,2015,11.447333333333335,CHE,618303.29655,2.437756806223501,13.334734387167575
Switzerland,2016,10.223749999999999,CHE,589524.75776,2.324713445067047,13.287071995974198
Switzerland,2017,11.481851851851852,CHE,589959.47361,2.440767689019099,13.287809124726108
Switzerland,2018,11.253684210526316,CHE,597909.91188,2.4206955604189133,13.301195372553964
Switzerland,2019,9.358064516129033,CHE,561785.50643,2.236238486642212,13.238875394868089
Switzerland,2020,9.084821428571429,CHE,529583.84522,2.2066050460216555,13.179846779401016
