iso3,country,year,ln_pm25,ln_total_emissions_lag1
HRV,Croatia,2018,2.752226563435039,10.20314930583657
HRV,Croatia,2019,2.6184901243895666,10.141895860371378
HUN,Hungary,2013,2.834584951991443,11.096421550056322
HUN,Hungary,2014,2.7633272165920495,10.929074987727187
HUN,Hungary,2016,2.315501318260592,10.947931751004269
HUN,Hungary,2017,2.6979998652487085,11.011953094738296
HUN,Hungary,2018,2.9219960271734773,11.058163611779685
HUN,Hungary,2019,2.694916714140813,11.068420327760437
IRL,Ireland,2013,2.3865585267702243,10.964552610730713
IRL,Ireland,2014,2.0241930674493576,10.873168706956594
IRL,Ireland,2015,1.949617553843635,10.883728132751518
IRL,Ireland,2016,2.1822989271195437,10.924899050290428
IRL,Ireland,2017,1.9923652275168984,10.96964860334933
IRL,Ireland,2018,2.0632168808208156,10.940618388246152
IRL,Ireland,2019,2.1856190312159116,10.906958119626696
ISL,Iceland,2014,2.0333976031784293,7.633702793600153
ISL,Iceland,2015,1.860974538249528,7.55038061487908
ISL,Iceland,2016,1.9013609791431358,7.609183447322057
ISL,Iceland,2017,1.6486586255873816,7.69109963107838
ISL,Iceland,2018,1.466337068793427,7.7154184218995265
ISL,Iceland,2019,1.3832898520995918,7.740000694755841
ITA,Italy,2013,2.9052482070853887,13.375238885692209
ITA,Italy,2014,2.779087169362972,13.195384100990333
ITA,Italy,2015,2.927681144754932,13.16528159067887
ITA,Italy,2016,2.795652906490709,13.188081339534092
ITA,Italy,2017,2.8441292934492464,13.174320680832075
ITA,Italy,2018,2.727099555391712,13.154563035882338
ITA,Italy,2019,2.6693370924293065,13.137794364677909
LTU,Lithuania,2013,2.713767161431439,9.993994785727091
LTU,Lithuania,2014,2.659559991941776,9.860166842992687
LTU,Lithuania,2015,2.5241273629412815,9.825393294151809
LTU,Lithuania,2016,2.4016759956382767,9.836069902949749
LTU,Lithuania,2017,2.4630018143999504,9.850461211500907
LTU,Lithuania,2018,2.6153499458132896,9.838617626089883
LTU,Lithuania,2019,2.5774858310810935,9.870393872203119
LUX,Luxembourg,2013,2.7684133508293005,9.792077401345034
LUX,Luxembourg,2014,2.4627178444988513,9.71529468226471
LUX,Luxembourg,2015,2.4495672833426916,9.670494782138032
LUX,Luxembourg,2016,2.4072453635374784,9.580703586907655
LUX,Luxembourg,2017,2.286455711064162,9.533163258600574
LUX,Luxembourg,2018,2.24953587190423,9.549039773765662
LUX,Luxembourg,2019,2.077773484579139,9.601512453027707
LVA,Latvia,2013,2.6461747973841225,9.489194033689497
LVA,Latvia,2014,2.816366344585669,9.313810646553447
LVA,Latvia,2015,2.7847025526232927,9.27641280045115
LVA,Latvia,2016,2.6245236541239167,9.314149706874959
LVA,Latvia,2017,2.542546429234415,9.320318941191289
LVA,Latvia,2018,2.6509859004805323,9.299820570416642
LVA,Latvia,2019,2.4365913728417796,9.384290381615193
MLT,Malta,2013,2.580974118534234,8.512542097830247
MLT,Malta,2014,2.4948569806411682,8.427873355621049
MLT,Malta,2015,2.588703443469644,8.41941700631869
MLT,Malta,2016,2.47422480144114,8.025567824014995
MLT,Malta,2017,2.454447442303292,7.8003885959638435
MLT,Malta,2018,2.491654663974504,7.924584122995051
MLT,Malta,2019,2.468099531471619,7.944814842362328
NLD,Netherlands,2013,2.6621589560036543,12.41072616068023
NLD,Netherlands,2014,2.604747751358299,12.316866891589731
NLD,Netherlands,2015,2.529210575344525,12.320778229530527
NLD,Netherlands,2016,2.3833917767535953,12.368715669125457
NLD,Netherlands,2017,2.406229430978688,12.362925683282644
NLD,Netherlands,2018,2.5128966654928773,12.342724105366328
NLD,Netherlands,2019,2.3897943670674224,12.301687676453582
NOR,Norway,2013,2.18843607130314,11.064141907540007
NOR,Norway,2014,1.9768549529047348,11.043499294243224
NOR,Norway,2015,1.8751619112834286,11.069587744104972
NOR,Norway,2016,1.876330370678325,11.077010831804708
NOR,Norway,2017,1.7981280356789309,11.046174988719596
NOR,Norway,2018,1.9519188463369308,11.03541838439127
NOR,Norway,2019,1.8643301620628903,11.04274143433314
POL,Poland,2013,3.197966680846221,13.12917360733651
POL,Poland,2014,3.2114605205426403,13.098254617713676
POL,Poland,2015,3.1482448777737964,13.061097525361228
POL,Poland,2016,3.108972926817273,13.076998023083794
POL,Poland,2017,3.1300183813093887,13.106652098504345
POL,Poland,2018,3.14747434071554,13.156193690091241
POL,Poland,2019,2.930381301255216,13.157800633802982
PRT,Portugal,2013,1.8536158251456867,11.347725418960163
PRT,Portugal,2014,2.030776369698555,11.24992884007502
PRT,Portugal,2015,2.2873989362383913,11.241959334231701
PRT,Portugal,2016,1.9737604618262847,11.347576840482756
PRT,Portugal,2017,2.2309995777947567,11.321833444573114
PRT,Portugal,2018,2.0615038409931685,11.426575781304187
PRT,Portugal,2019,1.8789196446704555,11.348827307972396
ROU,Romania,2013,2.775958039709385,11.73031589018549
ROU,Romania,2014,2.674444172257818,11.667499557974047
ROU,Romania,2015,2.8194921870759044,11.671037906474318
ROU,Romania,2016,2.7870154054005045,11.64342929040992
ROU,Romania,2017,2.9519545262080955,11.613790653287344
ROU,Romania,2018,2.9052147572350737,11.651421785653591
ROU,Romania,2019,2.7699289381480754,11.643787578048281
SVK,Slovakia,2014,2.9556044824632117,10.799472485452473
SVK,Slovakia,2015,2.9262482100234055,10.663318159232512
SVK,Slovakia,2016,2.7021997874240347,10.693968260914167
SVK,Slovakia,2017,2.9464836709843985,10.700143358162538
SVK,Slovakia,2018,2.8968732113166467,10.72395955345574
SVK,Slovakia,2019,2.7468909750411945,10.741138784313682
SVN,Slovenia,2013,2.8416093711187154,10.205781120024124
SVN,Slovenia,2014,2.7124847981700757,10.146979760868682
SVN,Slovenia,2015,2.8703579972017867,10.039160645644506
SVN,Slovenia,2016,2.855511892778672,10.041729875221753
SVN,Slovenia,2017,2.805176911832933,10.104994654521892
SVN,Slovenia,2018,2.7322548897990275,10.121018592332222
SVN,Slovenia,2019,2.5219214059653012,10.119778486205583
SWE,Sweden,2013,1.8527761710338293,11.352481573209413
SWE,Sweden,2014,2.0900104930290704,11.178902464160757
SWE,Sweden,2015,1.8540036938122533,11.137094728772421
SWE,Sweden,2016,1.7687781109047847,11.137132112821185
SWE,Sweden,2017,1.6138282607353933,11.131374710882906
SWE,Sweden,2018,1.8828520130881763,11.107531597174413
SWE,Sweden,2019,1.726924607889767,11.103619748558605
