country,year,pm25,iso3,energy_emissions,industry_emissions,transport_emissions,ln_pm25,ln_energy,ln_industry,ln_transport
Cyprus,2019,13.025,CYP,6574.7323400000005,1104.21643,4250.86512,2.5668705876394307,8.790989147472095,7.00689124929005,8.354877798850474
Czechia,2010,23.613333333333337,CZE,124070.3984,24135.263379999997,33403.626950000005,3.1618115242465232,11.728604412522275,10.091429260817316,10.416419764386546
Czechia,2013,20.158125000000002,CZE,110143.79631,20424.88238,32232.944050000002,3.0036074329254654,11.609542030263139,9.924509161082492,10.38074431565795
Czechia,2014,19.37290322580645,CZE,107282.23279000001,19366.62746,33252.77467,2.9638753487796006,11.583218330472013,9.871306629729224,10.411893491324154
Czechia,2015,17.946666666666665,CZE,107075.54331000001,19642.27962,34745.804959999994,2.8874043966683627,11.581289876577634,9.885439645437591,10.455814123130084
Czechia,2016,18.464313725490197,CZE,108602.68278999999,19123.150560000002,36073.39757,2.9158398813798994,11.595451389583847,9.858654951273627,10.493310963251481
Czechia,2017,18.747692307692308,CZE,107033.77626,20840.65049,37077.2131,2.931070667918757,11.580899729613328,9.94466070891184,10.520757857739778
Czechia,2018,20.40686274509804,CZE,105611.45212,20342.543299999998,37457.870149999995,3.0158712533507592,11.567522092480289,9.920469701117153,10.530972117734589
Czechia,2019,15.284736842105264,CZE,98110.66339999999,19455.81746,37806.833190000005,2.7268547384530284,11.493851338932558,9.875901402526157,10.540245137492573
Denmark,2010,15.086666666666666,DNK,47810.8302,9127.22419,26484.34039,2.7138113515372817,10.775007466037469,9.11901689559857,10.184308908627903
Denmark,2013,11.0625,DNK,38017.35189,7812.8672799999995,24317.98336,2.403561010334048,10.545797963169582,8.963527304779635,10.09897141158933
Denmark,2014,13.26,DNK,31032.30881,7805.33264,24532.33411,2.5847519847577165,10.34278416041084,8.962562450875456,10.107747286007445
Denmark,2015,11.256666666666666,DNK,25635.692030000002,7714.03726,24895.71911,2.4209605457293666,10.151740879367374,8.950796968935403,10.122451144379124
Denmark,2016,10.29,DNK,27974.98953,7894.28734,25431.48008,2.331172549845958,10.239066158917321,8.97389465535765,10.143743058845963
Denmark,2017,9.406,DNK,23017.61028,8046.06596,25801.51856,2.241347783522856,10.044014866287702,8.992938550338422,10.15818862809232
Denmark,2018,12.222,DNK,22835.60643,8058.58788,26296.84014,2.5032376064727235,10.0360762823061,8.994493619158632,10.177204064179595
Denmark,2019,10.242,DNK,17234.35091,7598.09532,25892.09563,2.3264969130403585,9.75465981708714,8.935652879075564,10.161693013077397
Estonia,2010,7.726666666666667,EST,30001.49884,1534.51638,4683.29475,2.044677549243496,10.3090026207296,7.335970548489622,8.451757147625683
Estonia,2013,6.645714285714286,EST,30052.287500000002,1788.56314,4681.17696,1.8939721785951504,10.310694060194255,7.489167861402735,8.45130484447358
Estonia,2014,7.508571428571429,EST,28954.01509,1614.5386799999999,4705.6802800000005,2.016045225121042,10.273464163885366,7.386804547793042,8.456525628177832
Estonia,2015,6.362,EST,23656.10005,1171.57468,4858.29608,1.8503427933269523,10.071376290894353,7.066104003248555,8.488443054596656
Estonia,2016,5.204285714285715,EST,26853.53331,1223.35284,4975.3166,1.6494824619651591,10.198152685692634,7.109350597757465,8.512244285758824
Estonia,2017,4.55,EST,28885.607350000002,1152.04843,5183.243850000001,1.5151272329628591,10.271098734478647,7.049296880302739,8.553186365124658
Estonia,2018,6.095714285714286,EST,27146.944219999998,1219.25422,5263.3944200000005,1.8075859481445953,10.209019767278118,7.105994655728319,8.568531424594026
Estonia,2019,4.5975,EST,16255.7069,1269.56081,5198.270280000001,1.5255126774963392,9.696199319949914,7.146426300745855,8.556081210771536
Finland,2010,8.529166666666667,FIN,61497.98035,19921.78135,25239.8824,2.143491662319298,11.02675961341797,9.899568952341198,10.136180657373297
Finland,2013,6.407692307692307,FIN,43993.263829999996,16624.48536,23833.62485,1.8574991917112602,10.691791806407469,9.718631909255441,10.078852671407716
Finland,2014,7.609285714285714,FIN,41580.593069999995,13973.52093,21590.58058,2.0293693060078475,10.635388824658046,9.544919455570664,9.980012414300605
Finland,2015,5.699285714285714,FIN,35262.67342,13338.33412,21610.18705,1.740340853704931,10.470580273270508,9.498397433110918,9.980920105178418
Finland,2016,5.727142857142858,FIN,38003.86121,13456.910469999999,24031.67102,1.7452167775991023,10.54544304433597,9.507248042676384,10.087127865222493
Finland,2017,4.5128571428571425,FIN,34726.842919999996,13141.41575,22837.14126,1.5069304657586804,10.455268238064535,9.483524029765887,10.0361434921885
Finland,2018,6.016923076923077,FIN,37018.06108,13422.61529,23238.64099,1.7945760118658314,10.519161209823405,9.504696271568832,10.053571732061497
Finland,2019,5.308333333333334,FIN,32173.80206,12992.92693,22424.854460000002,1.6692779127901174,10.378907799758768,9.472160406069493,10.017925196827898
France,2010,17.74651515151515,FRA,119691.11309,110501.94292,266486.00517,2.876189167154163,11.69266964559859,11.612788382771791,12.493077007775762
France,2014,9.02,FRA,83858.09216,96005.72051,263741.58786,2.199444334074532,11.336881270167845,11.472163057320474,12.482725068894108
France,2015,12.745564516129033,FRA,89646.51815,93658.47926,266778.29463,2.545183329991853,11.403629640019155,11.447410245791707,12.494173235253882
France,2016,11.573565217391305,FRA,96706.46694,92890.93225,267540.7928,2.4487236369882375,11.479435555523775,11.439181312395368,12.497027330140394
France,2017,10.9672,FRA,104540.49585,88673.9915,267369.07762999996,2.3949090001395534,11.557329795416177,11.392721906585889,12.496385296087965
France,2018,10.373615384615384,FRA,85725.57541,88241.09081,262263.42622,2.3392656003060557,11.358906489586225,11.387828015705011,12.477104721211168
France,2019,9.418161764705882,FRA,82991.00263999999,85858.06594,260800.76771,2.242639927794675,11.32648747897511,11.360450815785267,12.471512052703615
Germany,2010,17.34602409638554,DEU,714909.00483,243347.93396,302101.73985,2.853363321422232,13.479910547605115,12.402247525231724,12.61851912654388
Germany,2013,14.110733944954127,DEU,737205.7436800001,232393.77844,310989.66782,2.6469357804548266,13.510622295957438,12.356188532689325,12.647514968165764
Germany,2014,14.033461538461538,DEU,698610.71991,230298.98937,308738.53298,2.6414445877358497,13.456848956083974,12.347133697479565,12.640250026088863
Germany,2015,12.6825,DEU,676016.98648,245293.15417,324396.11425,2.5402230904587078,13.423973482638393,12.41020932186693,12.689720622884083
Germany,2016,12.198529411764707,DEU,668380.78989,249463.52013,328190.81457,2.5013154044543926,13.412613334850505,12.4270679715799,12.701350469952143
Germany,2017,12.078344827586207,DEU,629192.49006,253130.54913,331262.76153,2.491414165534979,13.352192514398906,12.441660639091536,12.71066718091407
Germany,2018,12.579533333333334,DEU,600929.06851,243845.00603,331750.65264999995,2.532071154664775,13.306232184106225,12.404288081248357,12.712138919487169
Germany,2019,10.363333333333333,DEU,500225.38734,238748.34892,329359.33437,2.338273935402553,13.122814050515945,12.383165342800739,12.704904635461661
Greece,2010,14.86,GRC,104233.61447,13705.86002,44498.56115,2.698673039289613,11.554389951959987,9.525578759048233,10.70321213392372
Greece,2013,10.02,GRC,98559.56317,10512.38722,32753.0829,2.3045830956567186,11.49841634663496,9.26030957604292,10.396752370984183
Greece,2015,18.845,GRC,81677.31277,10409.42008,33881.53201,2.9362476267190987,11.310531552811549,9.250466452084165,10.430625366456761
Greece,2016,17.05142857142857,GRC,73922.31315,10647.883,34547.0613,2.836233987400137,11.210769998439599,9.273116372035616,10.45007776913837
Greece,2017,16.45875,GRC,79748.322,11497.68359,34093.1752,2.8008572506884164,11.28663097967338,9.349900867105685,10.43685250247831
Greece,2018,16.599999999999998,GRC,76406.61954,10168.20952,34551.76199,2.8094026953624973,11.243824614595024,9.22702141847918,10.450213826158835
Greece,2019,16.838,GRC,63857.10904,9184.86873,35333.636099999996,2.8236382369154724,11.064403194965308,9.125312705767021,10.472590653257306
Hungary,2010,21.6425,HUN,35909.4778,6705.69883,23319.61652,3.0746589741077917,10.488756545204062,8.81071301548978,10.05705019607536
Hungary,2013,17.023333333333333,HUN,28068.757230000003,7725.9153,19979.99106,2.834584951991443,10.242412394417846,8.952335580183995,9.902486604754998
Hungary,2014,15.8525,HUN,26748.07519,7798.6754,22289.62136,2.7633272165920495,10.194217794221212,8.961709177743726,10.011876439245952
Hungary,2016,10.13,HUN,26984.0671,9227.66964,24382.38066,2.315501318260592,10.203001863397155,9.129961818912896,10.10161604634019
Hungary,2017,14.85,HUN,27610.96587,9875.981810000001,25972.96009,2.6979998652487085,10.225968286927317,9.197861008624573,10.164811279293515
Hungary,2018,18.578333333333333,HUN,26105.797290000002,10417.80413,27590.54604,2.9219960271734773,10.169912687036952,9.251271557014936,10.225228458244194
Hungary,2019,14.804285714285713,HUN,25087.38093,10266.94076,29250.570780000002,2.694916714140813,10.130120246904989,9.236684377339785,10.283654366315764
Iceland,2010,7.735,ISL,16.91229,278.29756,1771.47854,2.0457554840250296,2.8280405765683754,5.628690900976342,7.479569810204491
Iceland,2014,7.640000000000001,ISL,10.22315,177.69938,1713.54379,2.0333976031784293,2.3246547564638678,5.18009324612807,7.446318896867896
Iceland,2015,6.43,ISL,8.37521,235.96865,1772.2868799999999,1.860974538249528,2.1252761520236323,5.46369895721868,7.480026014223785
Iceland,2016,6.695,ISL,4.72462,251.16318,1932.89229,1.9013609791431358,1.5527871344311572,5.5261028474175475,7.566772755979669
Iceland,2017,5.2,ISL,4.628349999999999,196.9988,2041.03393,1.6486586255873816,1.5322004330924517,5.283197637348878,7.621211786875486
Iceland,2018,4.333333333333333,ISL,4.707269999999999,182.73448,2111.03223,1.466337068793427,1.5491081221505774,5.208034170262974,7.654932315377437
Iceland,2019,3.9879999999999995,ISL,9.918230000000001,139.05299,2114.22622,1.3832898520995918,2.294374477957361,4.934855083505241,7.656444171111789
Ireland,2010,11.46,IRL,26592.473029999997,8261.25519,22935.20738,2.4388627112865935,10.188383485929574,9.019331815018692,10.040428449065823
Ireland,2013,10.876000000000001,IRL,22781.03407,7967.420730000001,21993.61513,2.3865585267702243,10.03368362973737,8.983116097073502,9.998507468854447
Ireland,2014,7.57,IRL,22371.24624,8376.16604,22554.53441,2.0241930674493576,10.015531763258743,9.033145575658574,10.023691407199822
Ireland,2015,7.025999999999999,IRL,23591.713340000002,8445.27669,23505.247690000004,1.949617553843635,10.06865079969223,9.041362592470723,10.064978981160634
Ireland,2016,8.866666666666667,IRL,25018.38814,8603.54434,24462.24675,2.1822989271195437,10.12736635908395,9.059929529896444,10.104886259070263
Ireland,2017,7.332857142857143,IRL,23399.83833,8885.09882,24137.286050000002,1.9923652275168984,10.060484392347567,9.092130862642827,10.091513062896347
Ireland,2018,7.87125,IRL,20767.045980000003,9302.4849,24485.11307,2.0632168808208156,9.941122681430189,9.138036836999895,10.105820582055099
Ireland,2019,8.896153846153847,IRL,18280.67375,9087.30431,24511.07063,2.1856190312159116,9.813599701549936,9.114633587634675,10.106880156922704
Italy,2010,20.088117647058823,ITA,274370.59128,138946.66488,230544.22185,3.000128478422106,12.522234994454687,11.841845432579603,12.348197974861447
Italy,2013,18.26977777777778,ITA,217687.54576,112459.6654,207729.20390999998,2.9052482070853887,12.290816037317924,11.630349906561667,12.243990606190957
Italy,2014,16.104313725490197,ITA,200426.95931,104099.61278,217399.68695,2.779087169362972,12.208205166639845,11.553103534903538,12.289492813695809
Italy,2015,18.68425414364641,ITA,211557.4034,110125.43218,212279.90404999998,2.927681144754932,12.262251651517905,11.609375287680269,12.265660984944367
Italy,2016,16.37331550802139,ITA,208836.27193000002,107716.14027,210112.97177,2.795652906490709,12.249305836043566,11.587254715147305,12.255400625860087
Italy,2017,17.186587677725118,ITA,209113.92805000002,105256.38188,201991.52844999998,2.8441292934492464,12.250634492715387,11.564154385145804,12.215981037137567
Italy,2018,15.28847926267281,ITA,191180.18985999998,107442.73359,209152.40641,2.727099555391712,12.160971664712772,11.584713273818352,12.250818482469946
Italy,2019,14.4304,ITA,182945.6248,98944.06619,211540.50464,2.6693370924293065,12.11694425543059,11.502309981471077,12.262171770432758
Latvia,2010,21.49,LVA,4534.78694,2181.19802,6500.154310000001,3.067587710654419,8.419533380188692,7.687629555294296,8.779581195601939
Latvia,2013,14.100000000000001,LVA,3879.01933,1570.6946,5640.41434,2.6461747973841225,8.263337650670655,7.359273220885479,8.637712806332724
Latvia,2014,16.716,LVA,3364.52217,1431.84655,5886.6721800000005,2.816366344585669,8.121041231995873,7.266720183957553,8.680446122069243
Latvia,2015,16.195,LVA,3519.30392,1328.40627,6246.17894,2.7847025526232927,8.166018499037033,7.191735209455318,8.739725186167847
Latvia,2016,13.797999999999998,LVA,3676.86267,1197.4850000000001,6288.193810000001,2.6245236541239167,8.209815132221971,7.087978803110585,8.746429155835067
Latvia,2017,12.712,LVA,3059.04191,1283.76529,6593.249580000001,2.542546429234415,8.025857044612788,7.157552671590535,8.793801613697882
Latvia,2018,14.168000000000001,LVA,3825.88359,1459.55761,6614.51956,2.6509859004805323,8.249544723504908,7.285888661937216,8.79702244503768
Latvia,2019,11.434000000000001,LVA,3607.51682,1300.6521699999998,6581.49543,2.4365913728417796,8.19077495314582,7.170621086886459,8.792017267494638
Lithuania,2010,15.856666666666667,LTU,10630.81609,2561.63623,8702.1362,2.7635900217760803,9.271512240731575,7.848401485646492,9.07132381473249
Lithuania,2013,15.086000000000002,LTU,7658.73275,2835.64653,8657.70528,2.713767161431439,8.943601811711556,7.950025243071793,9.066204987228506
Lithuania,2014,14.290000000000001,LTU,6298.38444,2595.59861,9603.56185,2.659559991941776,8.748048441398515,7.861572447225218,9.169889334684452
Lithuania,2015,12.479999999999999,LTU,6241.14854,2347.42678,10107.518660000002,2.5241273629412815,8.73891950532378,7.761075019967652,9.221034847667068
Lithuania,2016,11.041666666666666,LTU,5830.626319999999,2262.4782800000003,10873.99603,2.4016759956382767,8.670879704106024,7.724216075528001,9.294129532614756
Lithuania,2017,11.74,LTU,5086.46284,2322.98928,11334.33506,2.4630018143999504,8.53433794459422,7.750610118037419,9.33559189867129
Lithuania,2018,13.672,LTU,4818.02566,2469.2756799999997,12061.65715,2.6153499458132896,8.480119509021987,7.811680139653162,9.39778686963084
Lithuania,2019,13.163999999999998,LTU,4461.45364,2554.1182799999997,12493.20313,2.5774858310810935,8.403229920162156,7.845462347188104,9.432940025804967
Luxembourg,2010,14.073333333333332,LUX,2396.10977,2527.50771,12967.817799999999,2.6442817537520646,7.781601772042345,7.834989001335078,9.470226013347656
Luxembourg,2013,15.933333333333332,LUX,1389.5420299999998,2387.98823,12791.56789,2.7684133508293005,7.2367294970158405,7.778206545689626,9.456541474237177
Luxembourg,2014,11.736666666666666,LUX,1334.91677,2350.02678,12158.24246,2.4627178444988513,7.196624224321558,7.762182002817955,9.40576261053456
Luxembourg,2015,11.583333333333334,LUX,916.59828,2277.7124000000003,11288.29481,2.4495672833426916,6.820669295573154,7.730926884939333,9.331521610307124
Luxembourg,2016,11.103333333333333,LUX,501.59617,2379.29581,10929.31534,2.4072453635374784,6.217795353723371,7.774559844733684,9.299203938769432
Luxembourg,2017,9.84,LUX,482.61244,2344.8220800000004,11203.78054,2.286455711064162,6.179213929899737,7.759964805933719,9.32400654854089
Luxembourg,2018,9.483333333333333,LUX,435.84264,2388.37607,11962.910790000002,2.24953587190423,6.07728126077147,7.778368945362889,9.389566374983524
Luxembourg,2019,7.986666666666667,LUX,406.77912000000003,2456.4296400000003,12280.34054,2.077773484579139,6.008270335423479,7.8064642088211365,9.415754932586987
Malta,2010,14.983333333333333,MLT,3762.63998,61.5931,1152.56545,2.7069384722495196,8.232876112351791,4.120549851278538,7.049745562846189
Malta,2013,13.209999999999999,MLT,3384.99922,107.12506,1080.64082,2.580974118534234,8.127108954917988,4.673996937011136,6.98530949600651
Malta,2014,12.12,MLT,3308.39828,125.57994,1100.28102,2.4948569806411682,8.104219447928848,4.8329425279027625,7.003320898886134
Malta,2015,13.3125,MLT,1770.3909800000001,119.58609,1168.18023,2.588703443469644,7.478955693830051,4.78403653040483,7.0632024579909976
Malta,2016,11.8725,MLT,1154.94076,119.19185,1167.41796,2.47422480144114,7.051804331597225,4.780734379810523,7.062549717266733
Malta,2017,11.64,MLT,1447.9628,107.16358,1209.28808,2.454447442303292,7.277912882007918,4.674356452106429,7.097787101800617
Malta,2018,12.08125,MLT,1396.47323,107.49194,1316.9449299999999,2.491654663974504,7.241705215849546,4.677415868012635,7.183069886138573
Malta,2019,11.8,MLT,1479.0059199999998,124.70031,1397.2106299999998,2.468099531471619,7.299125465407319,4.82591333864922,7.2422331209770245
Netherlands,2010,16.920526315789473,NLD,134729.03576,41249.643079999994,69441.28511999999,2.828527459828421,11.8110208978921,10.627397739119333,11.148236856075423
Netherlands,2013,14.3271875,NLD,120439.59979000001,39778.9259,63214.47873,2.6621589560036543,11.69890365969078,10.5910925510379,11.054288647726079
Netherlands,2014,13.5278125,NLD,128651.38446999999,37586.80708,58070.44619,2.604747751358299,11.764861579175498,10.534408392274848,10.969412141994232
Netherlands,2015,12.5436,NLD,138832.9961,38062.38444,58427.93753,2.529210575344525,11.841027022866355,10.54698178838853,10.975549436790969
Netherlands,2016,10.841612903225805,NLD,135023.24566,40290.32434,58651.16627,2.3833917767535953,11.813202232671632,10.6038666282895,10.979362739135404
Netherlands,2017,11.092058823529412,NLD,126276.37687000001,42846.7074,60162.61623,2.406229430978688,11.74622825101864,10.665384080933547,11.004806445543844
Netherlands,2018,12.340625,NLD,118884.69845,40699.37667,60483.002349999995,2.5128966654928773,11.685909381798448,10.613968056079992,11.010117651651713
Netherlands,2019,10.91125,NLD,113847.9794,40362.69868,59582.68704,2.3897943670674224,11.642619323420467,10.605661337445248,10.995120324948198
Norway,2010,10.549999999999999,NOR,29489.78084,6682.24949,27668.39583,2.3561258599220753,10.291799070109954,8.807209959843137,10.228046096037108
Norway,2013,8.92125,NOR,28142.218370000002,6248.61903,28145.26418,2.18843607130314,10.245026160894529,8.74011576311625,10.245134384245974
Norway,2014,7.22,NOR,29523.894229999998,5811.03906,28854.105779999998,1.9768549529047348,10.29295518837438,8.667514673787156,10.270007576541834
Norway,2015,6.521875,NOR,30504.82493,5751.86473,28410.60314,1.8751619112834286,10.325640144510313,8.6572793820868,10.254517704471528
Norway,2016,6.5295000000000005,NOR,29603.565730000002,5689.2879,27410.79951,1.876330370678325,10.295650096908316,8.646340369903653,10.21869235742306
Norway,2017,6.038333333333333,NOR,30289.29691,5927.28407,25816.20835,1.7981280356789309,10.318549691800742,8.687321388764849,10.158757804275618
Norway,2018,7.0421875,NOR,30071.252460000003,6109.87386,26307.59961,1.9519188463369308,10.311324926595056,8.717661407108016,10.177613134980506
Norway,2019,6.451612903225806,NOR,29770.96029,5686.753650000001,25232.78313,1.8643301620628903,10.301288710459682,8.645894828274646,10.135899345896192
Poland,2010,29.421463414634147,POL,346328.55724,59022.06248,98066.11642,3.3817244561059443,12.755143190865807,10.985666593328576,11.493397187520689
Poland,2013,24.482698412698415,POL,339947.47412,58336.04572,89806.24766,3.197966680846221,12.736546396775509,10.973975461213684,11.405409824921424
Poland,2014,24.815303030303028,POL,321183.56856000004,58596.35922,90506.64884,3.2114605205426403,12.67976810333276,10.97842784428346,11.413178594834692
Poland,2015,23.29514285714286,POL,326693.67945,55662.34141,95468.11305,3.1482448777737964,12.696778250753711,10.927059100490485,11.466547575949155
Poland,2016,22.398028169014083,POL,326374.10384,57034.50695,108797.13891000001,3.108972926817273,12.695799560199116,10.951411748732777,11.597240316275125
Poland,2017,22.874399999999998,POL,329826.15595,61768.90473,125609.47219,3.1300183813093887,12.706320994483196,11.03115535710972,11.740932945698106
Poland,2018,23.2772,POL,325931.45785999997,62807.96042,129296.9013,3.14747434071554,12.694442386279611,11.047837102703394,11.769866599275563
Poland,2019,18.734772727272727,POL,300455.47469,62069.58025,131290.30696,2.930381301255216,12.613054851230277,11.036011296858652,11.785166233955737
Portugal,2010,8.046,PRT,28903.89179,18115.24754,37753.271,2.0851750735275965,10.27173152904798,9.804509268154389,10.538827399929986
Portugal,2013,6.382857142857143,PRT,30343.075600000004,14964.282060000001,31567.091529999998,1.8536158251456867,10.320323618892044,9.613421444528564,10.359870449655189
Portugal,2014,7.62,PRT,28981.941189999998,15038.17059,32244.12083,2.030776369698555,10.274428197413279,9.618346953802345,10.381091005760322
Portugal,2015,9.849285714285715,PRT,36612.08249,15576.89292,32570.8405,2.2873989362383913,10.508133587588551,9.65354387206532,10.391172703893712
Portugal,2016,7.197692307692307,PRT,34718.25491,14396.373440000001,33491.02871,1.9737604618262847,10.455020905702364,9.57473160940151,10.419032882246922
Portugal,2017,9.309166666666666,PRT,42433.47185,15112.08113,34181.78898,2.2309995777947567,10.655692760208273,9.623249777748194,10.439448295264786
Portugal,2018,7.857777777777778,PRT,35592.660489999995,14964.953440000001,34308.25767,2.0615038409931685,10.479894729573752,9.613466309022353,10.443141352575289
Portugal,2019,6.546428571428572,PRT,25971.961580000003,15481.03327,35296.37687,1.8789196446704555,10.1647728343419,9.647370893624133,10.471535599410098
Romania,2010,15.781578947368422,ROU,66735.42667999999,29312.95795,28234.5393,2.758843370448078,11.108491225534324,10.285784948094316,10.248301305345521
Romania,2013,16.054,ROU,56841.25428,29999.06652,29875.754530000002,2.775958039709385,10.948017648821896,10.30892154416018,10.304802545149188
Romania,2014,14.504285714285714,ROU,56846.2791,29311.80048,30971.7094,2.674444172257818,10.948106045849325,10.285745460682131,10.34082946679438
Romania,2015,16.768333333333334,ROU,56429.54314,26306.58283,31204.10389,2.8194921870759044,10.940748114882211,10.17757448456524,10.34830490008351
Romania,2016,16.232499999999998,ROU,51445.95755,25803.045850000002,33363.74788,2.7870154054005045,10.848287167718622,10.158247820143174,10.415225196685068
Romania,2017,19.143333333333334,ROU,53090.904370000004,26129.400889999997,35634.240309999994,2.9519545262080955,10.879760900090757,10.170816430199759,10.481062261061329
Romania,2018,18.269166666666667,ROU,49899.37621,27460.58799,36621.09634999999,2.9052147572350737,10.81776378085987,10.22050709169286,10.508379756338517
Romania,2019,15.9575,ROU,43321.14019,26684.70852,37575.6472,2.7699289381480754,10.676396020943995,10.191845965717945,10.53411143869107
Slovakia,2010,21.6535,SVK,18947.36775,15277.50122,14770.079800000001,3.075167104200026,9.849420295849185,9.634136516625064,9.600358778354432
