,Coefficient,Std_Error,t_Stat,P_value,Lower_95%,Upper_95%
const,1.712533400179246,0.27124990856782594,6.313489317733826,1.3403253941646902e-09,1.1781529464030625,2.2469138539554296
ln_total_unfccc,0.058313478225750996,0.020163539038420084,2.8920259541065243,0.004185174070957231,0.01858995832494914,0.09803699812655285
