iso3,country,ln_yll,ln_pm25,z,z_sq
JPN,Japan,-0.5978370007556204,2.8213788864092133,-0.13559609542818318,0.01838630109536896
JPN,Japan,-0.5978370007556204,2.6781864634837103,-0.27878851835368623,0.07772303796584365
JPN,Japan,-0.5621189181535413,2.439851169662856,-0.5171238121745403,0.26741703711792925
JOR,Jordan,-2.0402208285265546,3.2895206644375325,0.33254568260013606,0.11058663101599044
KAZ,Kazakhstan,1.1568811967920856,3.4735180432417816,0.5165430614043851,0.26681673428501435
KAZ,Kazakhstan,1.1568811967920856,3.080532875246456,0.12355789340905954,0.015266553023684518
KEN,Kenya,1.144222799920162,1.776645831418007,-1.1803291504193896,1.393176903329758
KEN,Kenya,1.144222799920162,2.378619779270043,-0.5783552025673533,0.33449474033672427
KWT,Kuwait,-2.120263536200091,3.5579636853798817,0.6009887035424852,0.3611874217856772
KWT,Kuwait,-2.120263536200091,4.189442598313418,1.2324676164760215,1.5189764256620857
KWT,Kuwait,-2.120263536200091,4.034240638152395,1.077265656314999,1.1605012942757853
KWT,Kuwait,-2.120263536200091,3.7072922271210618,0.7503172452836653,0.5629759685700679
KWT,Kuwait,1.6054298910365616,3.6228464835094982,0.6658715016721017,0.4433848567390598
KGZ,Kyrgyzstan,1.0043016091968684,3.5010427166318716,0.5440677347944751,0.2960097000443913
LAO,Lao People's Democratic Republic,2.4087452888224363,3.2492110246642736,0.2922360428268771,0.08540190472711234
LVA,Latvia,-0.05129329438755058,3.067587710654419,0.11061272881702244,0.012235175776348146
LVA,Latvia,-0.05129329438755058,2.6461747973841225,-0.31080018445327395,0.09659675465618911
LVA,Latvia,-0.2744368457017603,2.6245236541239167,-0.33245132771347974,0.1105238852984555
LVA,Latvia,-0.2744368457017603,2.542546429234415,-0.4144285526029816,0.1717510252126023
LVA,Latvia,-0.2744368457017603,2.6509859004805323,-0.3059890813568642,0.09362931790961766
LVA,Latvia,-0.2744368457017603,2.4365913728417796,-0.5203836089956169,0.27079910051130307
LBN,Lebanon,-0.7550225842780328,3.4111477125153233,0.45417273067792685,0.20627286929144467
LBN,Lebanon,-0.9942522733438669,2.9444389791664403,-0.012536002670956226,0.00015715136296622163
LTU,Lithuania,0.35065687161316933,2.7635900217760803,-0.19338496006131622,0.037397742777916874
LTU,Lithuania,0.35065687161316933,2.713767161431439,-0.24320782040595734,0.0591500439066164
LTU,Lithuania,0.0769610411361284,2.4016759956382767,-0.5552989861991198,0.3083569640737702
LTU,Lithuania,0.0769610411361284,2.4630018143999504,-0.4939731674374461,0.24400949014818318
LTU,Lithuania,0.0769610411361284,2.6153499458132896,-0.3416250360241069,0.11670766523847233
LTU,Lithuania,0.0769610411361284,2.5774858310810935,-0.37948915075630296,0.14401201554174003
LUX,Luxembourg,-3.506557897319982,2.6442817537520646,-0.31269322808533184,0.09777705489042536
LUX,Luxembourg,-3.506557897319982,2.7684133508293005,-0.18856163100809598,0.03555548868843334
LUX,Luxembourg,-2.5257286443082556,2.4072453635374784,-0.5497296182999181,0.3022026532361736
LUX,Luxembourg,-2.5257286443082556,2.286455711064162,-0.6705192707732346,0.44959609247827026
LUX,Luxembourg,-2.5257286443082556,2.24953587190423,-0.7074391099331665,0.5004700942630308
LUX,Luxembourg,-2.5257286443082556,2.077773484579139,-0.8792014972582574,0.7729952727811615
MDG,Madagascar,1.6900958154515549,4.852030263919617,1.8950552820822204,3.5912345221477238
MDG,Madagascar,1.6900958154515549,2.9444389791664403,-0.012536002670956226,0.00015715136296622163
MDG,Madagascar,4.286203823496544,3.4657359027997265,0.50876092096233,0.25883767469843827
MYS,Malaysia,0.8544153281560676,3.044522437723423,0.08754745588602653,0.00766455703211576
MYS,Malaysia,0.8544153281560676,2.70805020110221,-0.24892478073518642,0.06196354646406064
MYS,Malaysia,0.6043159668533296,3.0429438113959146,0.08596882955851815,0.007390639655661543
MLT,Malta,-2.2072749131897207,2.7069384722495196,-0.25003650958787693,0.06251825612688847
MLT,Malta,-2.2072749131897207,2.580974118534234,-0.3760008633031626,0.1413766492047236
MLT,Malta,-1.3093333199837622,2.47422480144114,-0.4827501803962564,0.23304773667261808
MLT,Malta,-1.3093333199837622,2.454447442303292,-0.5025275395341047,0.25253392799020113
MLT,Malta,-1.3093333199837622,2.491654663974504,-0.46532031786289263,0.21652299821602344
MLT,Malta,-1.3093333199837622,2.468099531471619,-0.4888754503657773,0.23899920597034158
MEX,Mexico,0.03922071315328133,3.121357494607416,0.16438251277001958,0.027021610504585653
MEX,Mexico,0.03922071315328133,3.2891478778535324,0.33217289601613587,0.1103388328477466
MEX,Mexico,0.03922071315328133,3.173155489403872,0.21618050756647555,0.046734011851698995
MEX,Mexico,0.03922071315328133,3.2387853983170944,0.28181041647969796,0.07941711083646082
MEX,Mexico,3.0184717605234805,3.102213589451934,0.14523860761453733,0.02109425314180954
MEX,Mexico,3.0184717605234805,3.091042453358316,0.13406747152091958,0.017974086920012584
MEX,Mexico,3.0184717605234805,3.003164585371287,0.046189603533890455,0.0021334794746179857
MNG,Mongolia,2.0719132752590443,3.8293657717471365,0.8723907899097401,0.7610656903193402
MNG,Mongolia,2.0719132752590443,4.882801922586371,1.925826940748974,3.7088094057145526
MNG,Mongolia,2.0719132752590443,4.663439094112067,1.7064641122746704,2.912019766481379
MNG,Mongolia,2.0719132752590443,4.277499105319947,1.3205241234825507,1.7437839606993588
MNG,Mongolia,1.1908875647772805,4.369700984983244,1.4127260031458477,1.9957947599644417
MNG,Mongolia,1.1908875647772805,4.454347296253507,1.4973723144161109,2.2421238479798604
MNG,Mongolia,1.1908875647772805,4.30406509320417,1.3470901113667737,1.8146517681421468
MNG,Mongolia,1.1908875647772805,4.0943445622221,1.137369580384704,1.2936095623844774
MMR,Myanmar,2.2396452932201716,2.89480635496403,-0.06216862687336633,0.003864938167319846
NPL,Nepal,-0.2744368457017603,3.894062680051153,0.9370876982137566,0.8781333541435565
NPL,Nepal,-0.5978370007556204,3.7376696182833684,0.7806946364459719,0.6094841153755083
NPL,Nepal,-0.5978370007556204,3.670715483486265,0.7137405016488687,0.5094255036939788
NPL,Nepal,-0.5978370007556204,3.8922283780999662,0.9352533962625698,0.8746989152206713
NPL,Nepal,-0.5978370007556204,3.261761143815275,0.30478616197787867,0.0928946045332057
NPL,Nepal,2.0719132752590443,3.5996383203359934,0.6426633384985969,0.41301616665016216
NLD,Netherlands,-2.8134107167600364,2.828527459828421,-0.12844752200897558,0.016498765910246266
NLD,Netherlands,-2.8134107167600364,2.6621589560036543,-0.2948160258337422,0.08691648908840176
NLD,Netherlands,-1.5606477482646683,2.3833917767535953,-0.5735832050838012,0.32899769315420596
NLD,Netherlands,-1.5606477482646683,2.406229430978688,-0.5507455508587085,0.30332066179066225
NLD,Netherlands,-1.5606477482646683,2.5128966654928773,-0.4440783163445192,0.19720555104738288
NLD,Netherlands,-1.5606477482646683,2.3897943670674224,-0.5671806147699741,0.3216938497708457
NZL,New Zealand,-3.506557897319982,2.3660292655505804,-0.5909457162868161,0.3492168395977382
NZL,New Zealand,-3.912023005428146,2.1909349980655977,-0.7660399837717988,0.5868172567370978
NZL,New Zealand,-3.912023005428146,2.432052683995105,-0.5249222978422914,0.27554341877203126
NGA,Nigeria,1.7732559976634952,3.311637304949512,0.35466232311211554,0.12578536343528265
MKD,North Macedonia,-1.6607312068216509,3.7954891891721947,0.8385142073347982,0.7031060759023049
MKD,North Macedonia,-1.8325814637483102,3.6933693593867885,0.736394377549392,0.5422766792863565
MKD,North Macedonia,-1.8325814637483102,3.7723010622530087,0.8153260804156122,0.6647566174058853
PAK,Pakistan,-0.030459207484708574,4.557379522151743,1.6004045403143468,2.5612946926587754
PAK,Pakistan,-0.030459207484708574,4.191168746857641,1.2341937650202444,1.523234249614846
PAK,Pakistan,-0.030459207484708574,3.597312260588446,0.6403372787510495,0.4100318305582993
PAK,Pakistan,-0.18632957819149348,3.6331024386449378,0.6761274568075413,0.4571483378490336
PAK,Pakistan,-0.18632957819149348,4.27465019952621,1.3176752176888136,1.7362679793112623
PAK,Pakistan,3.497113438491982,3.4747575847701837,0.5177826029327872,0.2680988238998524
PAN,Panama,-0.843970070294529,2.6390573296152584,-0.3179176522221381,0.10107163359443634
PRY,Paraguay,-0.2231435513142097,2.91235066461494,-0.04462431722245652,0.00199132968757043
PER,Peru,-0.7765287894989963,3.420019135902743,0.4630441540653467,0.21440988861409255
PER,Peru,-0.7765287894989963,3.585253544268318,0.6282785624309217,0.3947339520102656
PER,Peru,-0.7765287894989963,3.4134552790576573,0.45648029722026084,0.2083742617502977
PER,Peru,-0.7765287894989963,3.5415871462393764,0.5846121644019799,0.3417713827667676
PER,Peru,-0.527632742082372,3.3141860046725258,0.3572110228351293,0.12759971483491925
PER,Peru,-0.527632742082372,3.15265054862541,0.19567556678801346,0.038288927437810316
