iso3,country,ln_yll,ln_pm25
KAZ,Kazakhstan,1.1568811967920856,3.4735180432417816
KAZ,Kazakhstan,1.1568811967920856,3.080532875246456
KEN,Kenya,1.144222799920162,1.776645831418007
KEN,Kenya,1.144222799920162,2.378619779270043
KWT,Kuwait,-2.120263536200091,3.5579636853798817
KWT,Kuwait,-2.120263536200091,4.189442598313418
KWT,Kuwait,-2.120263536200091,4.034240638152395
KWT,Kuwait,-2.120263536200091,3.7072922271210618
KWT,Kuwait,1.6054298910365616,3.6228464835094982
KGZ,Kyrgyzstan,1.0043016091968684,3.5010427166318716
LAO,Lao People's Democratic Republic,2.4087452888224363,3.2492110246642736
LVA,Latvia,-0.05129329438755058,3.067587710654419
LVA,Latvia,-0.05129329438755058,2.6461747973841225
LVA,Latvia,-0.2744368457017603,2.6245236541239167
LVA,Latvia,-0.2744368457017603,2.542546429234415
LVA,Latvia,-0.2744368457017603,2.6509859004805323
LVA,Latvia,-0.2744368457017603,2.4365913728417796
LBN,Lebanon,-0.7550225842780328,3.4111477125153233
LBN,Lebanon,-0.9942522733438669,2.9444389791664403
LTU,Lithuania,0.35065687161316933,2.7635900217760803
LTU,Lithuania,0.35065687161316933,2.713767161431439
LTU,Lithuania,0.0769610411361284,2.4016759956382767
LTU,Lithuania,0.0769610411361284,2.4630018143999504
LTU,Lithuania,0.0769610411361284,2.6153499458132896
LTU,Lithuania,0.0769610411361284,2.5774858310810935
LUX,Luxembourg,-3.506557897319982,2.6442817537520646
LUX,Luxembourg,-3.506557897319982,2.7684133508293005
LUX,Luxembourg,-2.5257286443082556,2.4072453635374784
LUX,Luxembourg,-2.5257286443082556,2.286455711064162
LUX,Luxembourg,-2.5257286443082556,2.24953587190423
LUX,Luxembourg,-2.5257286443082556,2.077773484579139
MDG,Madagascar,1.6900958154515549,4.852030263919617
MDG,Madagascar,1.6900958154515549,2.9444389791664403
MDG,Madagascar,4.286203823496544,3.4657359027997265
MYS,Malaysia,0.8544153281560676,3.044522437723423
MYS,Malaysia,0.8544153281560676,2.70805020110221
MYS,Malaysia,0.6043159668533296,3.0429438113959146
MLT,Malta,-2.2072749131897207,2.7069384722495196
MLT,Malta,-2.2072749131897207,2.580974118534234
MLT,Malta,-1.3093333199837622,2.47422480144114
MLT,Malta,-1.3093333199837622,2.454447442303292
MLT,Malta,-1.3093333199837622,2.491654663974504
MLT,Malta,-1.3093333199837622,2.468099531471619
MEX,Mexico,0.03922071315328133,3.121357494607416
MEX,Mexico,0.03922071315328133,3.2891478778535324
MEX,Mexico,0.03922071315328133,3.173155489403872
MEX,Mexico,0.03922071315328133,3.2387853983170944
MEX,Mexico,3.0184717605234805,3.102213589451934
MEX,Mexico,3.0184717605234805,3.091042453358316
MEX,Mexico,3.0184717605234805,3.003164585371287
MNG,Mongolia,2.0719132752590443,3.8293657717471365
MNG,Mongolia,2.0719132752590443,4.882801922586371
MNG,Mongolia,2.0719132752590443,4.663439094112067
MNG,Mongolia,2.0719132752590443,4.277499105319947
MNG,Mongolia,1.1908875647772805,4.369700984983244
MNG,Mongolia,1.1908875647772805,4.454347296253507
MNG,Mongolia,1.1908875647772805,4.30406509320417
MNG,Mongolia,1.1908875647772805,4.0943445622221
MMR,Myanmar,2.2396452932201716,2.89480635496403
NPL,Nepal,-0.2744368457017603,3.894062680051153
NPL,Nepal,-0.5978370007556204,3.7376696182833684
NPL,Nepal,-0.5978370007556204,3.670715483486265
NPL,Nepal,-0.5978370007556204,3.8922283780999662
NPL,Nepal,-0.5978370007556204,3.261761143815275
NPL,Nepal,2.0719132752590443,3.5996383203359934
NLD,Netherlands,-2.8134107167600364,2.828527459828421
NLD,Netherlands,-2.8134107167600364,2.6621589560036543
NLD,Netherlands,-1.5606477482646683,2.3833917767535953
NLD,Netherlands,-1.5606477482646683,2.406229430978688
NLD,Netherlands,-1.5606477482646683,2.5128966654928773
NLD,Netherlands,-1.5606477482646683,2.3897943670674224
NZL,New Zealand,-3.506557897319982,2.3660292655505804
NZL,New Zealand,-3.912023005428146,2.1909349980655977
NZL,New Zealand,-3.912023005428146,2.432052683995105
NGA,Nigeria,1.7732559976634952,3.311637304949512
MKD,North Macedonia,-1.6607312068216509,3.7954891891721947
MKD,North Macedonia,-1.8325814637483102,3.6933693593867885
MKD,North Macedonia,-1.8325814637483102,3.7723010622530087
PAK,Pakistan,-0.030459207484708574,4.557379522151743
PAK,Pakistan,-0.030459207484708574,4.191168746857641
PAK,Pakistan,-0.030459207484708574,3.597312260588446
PAK,Pakistan,-0.18632957819149348,3.6331024386449378
PAK,Pakistan,-0.18632957819149348,4.27465019952621
PAK,Pakistan,3.497113438491982,3.4747575847701837
PAN,Panama,-0.843970070294529,2.6390573296152584
PRY,Paraguay,-0.2231435513142097,2.91235066461494
PER,Peru,-0.7765287894989963,3.420019135902743
PER,Peru,-0.7765287894989963,3.585253544268318
PER,Peru,-0.7765287894989963,3.4134552790576573
PER,Peru,-0.7765287894989963,3.5415871462393764
PER,Peru,-0.527632742082372,3.3141860046725258
PER,Peru,-0.527632742082372,3.15265054862541
PER,Peru,-0.527632742082372,3.2577118486533987
PER,Peru,-0.527632742082372,3.4058531931983493
PHL,Philippines,2.5726122302071057,3.481240089335692
PHL,Philippines,2.349468678892896,3.289644895756408
PHL,Philippines,2.349468678892896,3.6686767467964168
PHL,Philippines,2.349468678892896,2.8903717578961645
POL,Poland,-0.5108256237659907,3.3817244561059443
POL,Poland,-0.5108256237659907,3.197966680846221
POL,Poland,1.8164520818184267,3.108972926817273
POL,Poland,1.8164520818184267,3.1300183813093887
POL,Poland,1.8164520818184267,3.14747434071554
POL,Poland,1.8164520818184267,2.930381301255216
PRT,Portugal,-0.5621189181535413,2.0851750735275965
PRT,Portugal,-0.5621189181535413,1.8536158251456867
PRT,Portugal,0.7884573603642703,1.9737604618262847
PRT,Portugal,0.7884573603642703,2.2309995777947567
PRT,Portugal,0.7884573603642703,2.0615038409931685
PRT,Portugal,0.7884573603642703,1.8789196446704555
QAT,Qatar,-0.7985076962177716,3.6375861597263857
QAT,Qatar,-0.7985076962177716,3.784189633918261
QAT,Qatar,-0.7985076962177716,3.784189633918261
QAT,Qatar,-0.7985076962177716,3.713572066704308
QAT,Qatar,1.809926773183504,3.4965075614664802
Republic of Korea,Republic of Korea,-1.4271163556401458,3.2212260022131542
Republic of Korea,Republic of Korea,-1.4271163556401458,3.1878100052933105
Republic of Korea,Republic of Korea,-1.4271163556401458,3.1174292085315107
Republic of Korea,Republic of Korea,-1.4271163556401458,3.122624025408615
Republic of Korea,Republic of Korea,1.8293763327993617,2.912989846483937
ROU,Romania,-0.8209805520698302,2.758843370448078
ROU,Romania,-0.8209805520698302,2.775958039709385
ROU,Romania,0.2700271372130602,2.7870154054005045
ROU,Romania,0.2700271372130602,2.9519545262080955
ROU,Romania,0.2700271372130602,2.9052147572350737
ROU,Romania,0.2700271372130602,2.7699289381480754
RUS,Russian Federation,0.8458682675776092,2.6390573296152584
SAU,Saudi Arabia,-0.3285040669720361,4.454347296253507
SAU,Saudi Arabia,-0.3285040669720361,4.31748811353631
SAU,Saudi Arabia,-0.3285040669720361,3.5298837226234783
SEN,Senegal,1.7083778602890038,3.4011973816621555
SEN,Senegal,1.5432981099295553,3.3816747151732915
SEN,Senegal,1.5432981099295553,2.9887076586170265
SEN,Senegal,1.5432981099295553,3.7376696182833684
SRB,Serbia,-0.8915981192837836,3.1210424645194377
SGP,Singapore,-2.0402208285265546,2.833213344056216
SGP,Singapore,-2.0402208285265546,2.833213344056216
SGP,Singapore,-2.0402208285265546,2.9444389791664403
SGP,Singapore,-2.0402208285265546,2.995732273553991
SGP,Singapore,-2.2072749131897207,2.70805020110221
SGP,Singapore,-2.2072749131897207,2.6390573296152584
SGP,Singapore,-2.2072749131897207,2.70805020110221
SGP,Singapore,-2.2072749131897207,2.772588722239781
SGP,Singapore,1.6074359097634274,2.3978952727983707
SVK,Slovakia,-0.6931471805599453,3.075167104200026
SVK,Slovakia,-0.843970070294529,2.7021997874240347
SVK,Slovakia,-0.843970070294529,2.9464836709843985
SVK,Slovakia,-0.843970070294529,2.8968732113166467
SVK,Slovakia,-0.843970070294529,2.7468909750411945
SVN,Slovenia,-2.5257286443082556,2.928345254852136
SVN,Slovenia,-2.5257286443082556,2.8416093711187154
SVN,Slovenia,-1.1086626245216111,2.855511892778672
SVN,Slovenia,-1.1086626245216111,2.805176911832933
SVN,Slovenia,-1.1086626245216111,2.7322548897990275
SVN,Slovenia,-1.1086626245216111,2.5219214059653012
ZAF,South Africa,0.9820784724121582,3.546667638247858
ZAF,South Africa,0.9820784724121582,3.8675485153263165
ZAF,South Africa,0.9820784724121582,3.3064679855512784
ZAF,South Africa,0.9820784724121582,3.1873851577768297
ZAF,South Africa,0.9282193027394288,3.1291152176605777
ZAF,South Africa,0.9282193027394288,2.7654382182109405
ZAF,South Africa,0.9282193027394288,3.1133486286532754
ZAF,South Africa,0.9282193027394288,3.04845121788622
ZAF,South Africa,3.6187251941907292,3.119402706331638
ESP,Spain,-2.0402208285265546,2.2891066052099394
ESP,Spain,-2.0402208285265546,2.5488373473493535
ESP,Spain,-2.0402208285265546,2.5334700308744784
ESP,Spain,-2.0402208285265546,2.1337459231910496
ESP,Spain,-1.0498221244986778,2.123268108856751
ESP,Spain,-1.0498221244986778,2.256563917720921
ESP,Spain,-1.0498221244986778,2.1990150881100075
ESP,Spain,-1.0498221244986778,2.19385009584619
LKA,Sri Lanka,-1.6607312068216509,3.4464893708538624
LKA,Sri Lanka,-1.6607312068216509,3.4550540544528663
LKA,Sri Lanka,-1.6607312068216509,3.160398895109225
SWE,Sweden,-4.605170185988091,2.00761728464886
SWE,Sweden,-4.605170185988091,1.8527761710338293
SWE,Sweden,-2.3025850929940455,1.7687781109047847
SWE,Sweden,-2.3025850929940455,1.6138282607353933
SWE,Sweden,-2.3025850929940455,1.8828520130881763
SWE,Sweden,-2.3025850929940455,1.726924607889767
CHE,Switzerland,-2.3025850929940455,2.679498299173769
CHE,Switzerland,-2.3025850929940455,2.54422322694442
CHE,Switzerland,-2.3025850929940455,2.6423486106993312
CHE,Switzerland,-1.3093333199837622,2.324713445067047
CHE,Switzerland,-1.3093333199837622,2.440767689019099
CHE,Switzerland,-1.3093333199837622,2.4206955604189133
CHE,Switzerland,-1.3093333199837622,2.236238486642212
CHE,Switzerland,2.347558458636777,2.2066050460216555
TJK,Tajikistan,1.358409157630355,4.269977130865259
THA,Thailand,-0.40047756659712525,3.20542324328832
TTO,Trinidad and Tobago,1.4929040961781488,2.4765384001174837
TTO,Trinidad and Tobago,1.4929040961781488,2.6878474937846906
TTO,Trinidad and Tobago,1.4929040961781488,2.517696472610991
TTO,Trinidad and Tobago,1.4929040961781488,2.479335604738545
TKM,Turkmenistan,1.547562508716013,3.0946722214088944
UGA,Uganda,1.4929040961781488,4.647271362006727
UGA,Uganda,1.3164082336557241,3.983599203917368
UGA,Uganda,1.3164082336557241,4.078215180292217
UGA,Uganda,1.3164082336557241,4.096841442420688
UKR,Ukraine,0.23111172096338664,3.1276373444339294
UKR,Ukraine,0.23111172096338664,3.151025157960026
ARE,United Arab Emirates,-0.342490308946776,3.4901235908565567
ARE,United Arab Emirates,-0.342490308946776,3.942164162340133
ARE,United Arab Emirates,-0.342490308946776,3.8207845249938748
GBR,United Kingdom,-2.2072749131897207,2.5223593382022877
GBR,United Kingdom,-2.2072749131897207,2.498806511145897
GBR,United Kingdom,0.3852624007906449,2.282266861098544
GBR,United Kingdom,0.3852624007906449,2.204223091303626
GBR,United Kingdom,0.3852624007906449,2.28631306788583
GBR,United Kingdom,0.3852624007906449,2.26094309022776
TZA,United Republic of Tanzania,1.7544036826842861,3.1493113614822916
USA,United States of America,-0.941608539858445,2.276934979892811
USA,United States of America,-0.941608539858445,2.264512292165809
USA,United States of America,-0.941608539858445,2.229604690023396
USA,United States of America,-0.941608539858445,2.219989128532792
USA,United States of America,0.5877866649021191,2.018646006821099
USA,United States of America,0.5877866649021191,2.1749032251584146
USA,United States of America,0.5877866649021191,2.1816983652674784
USA,United States of America,0.5877866649021191,1.9905144552920673
URY,Uruguay,-0.08338160893905101,2.4849066497880004
UZB,Uzbekistan,1.888583653863595,3.763290951627747
UZB,Uzbekistan,1.888583653863595,3.7367167835280966
Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),-0.6733445532637656,3.5553480614894135
VNM,Viet Nam,1.275362800412609,3.8484440237852744
VNM,Viet Nam,1.275362800412609,3.7124739029675653
VNM,Viet Nam,1.275362800412609,3.507956918233689
VNM,Viet Nam,1.275362800412609,3.6726230315944135
